date,rf,mktrf,smb,hml,mom
31/01/1927,0.0025,-0.0006,-0.0037,0.0454,0.0036
28/02/1927,0.0026,0.0418,0.0004,0.0294,-0.0214
31/03/1927,0.003,0.0013,-0.0165,-0.0261,0.0361
30/04/1927,0.0025,0.0046,0.003,0.0081,0.043
31/05/1927,0.003,0.0544,0.0153,0.0473,0.03
30/06/1927,0.0026,-0.0234,0.0059,-0.0173,0.006
30/07/1927,0.003,0.0726,-0.0325,-0.0114,0.0431
31/08/1927,0.0028,0.0197,-0.0069,-0.0374,0.0136
30/09/1927,0.0021,0.0476,-0.0363,-0.0063,0.0198
31/10/1927,0.0025,-0.0431,0.0212,-0.0433,-0.0087
30/11/1927,0.0021,0.0658,0.0272,-0.0027,-0.0051
31/12/1927,0.0022,0.0209,0.0097,-0.0113,0.0321
31/01/1928,0.0025,-0.0068,0.0426,-0.0075,-0.0052
29/02/1928,0.0033,-0.017,-0.0206,-0.0065,-0.0109
31/03/1928,0.0029,0.0881,-0.0026,-0.0122,0.047
30/04/1928,0.0022,0.0423,0.0398,0.0344,-0.0441
31/05/1928,0.0032,0.0152,0.0285,-0.0327,0.0302
30/06/1928,0.0031,-0.0485,-0.0352,-0.0003,0.0204
31/07/1928,0.0032,0.0062,-0.0132,-0.005,0.0265
31/08/1928,0.0032,0.0668,-0.0206,-0.0215,0.0354
29/09/1928,0.0027,0.0288,0.0241,0.0086,0.0345
31/10/1928,0.0041,0.0133,0.0222,-0.0216,0.051
30/11/1928,0.0038,0.1181,-0.0178,0.027,0.0209
31/12/1928,0.0006,0.0036,-0.0086,-0.0065,0.0154
31/01/1929,0.0034,0.0466,-0.0356,-0.0124,0.0245
28/02/1929,0.0036,-0.0034,-0.0038,0.0166,0.0305
28/03/1929,0.0034,-0.0089,-0.0471,0.0158,-0.0064
30/04/1929,0.0036,0.0143,-0.0097,0.0059,0.0191
31/05/1929,0.0044,-0.0639,-0.0537,-0.0142,-0.0204
29/06/1929,0.0052,0.097,-0.0217,-0.0279,0.086
31/07/1929,0.0033,0.0446,-0.0388,0.0271,0.0296
30/08/1929,0.004,0.0818,-0.0959,0.0013,0.047
30/09/1929,0.0035,-0.0547,0.0119,-0.0065,0.0297
31/10/1929,0.0046,-0.2012,-0.0401,0.0778,0.041
27/11/1929,0.0037,-0.1274,-0.0172,0.0505,-0.0239
31/12/1929,0.0037,0.0133,-0.045,-0.0054,0.0519
31/01/1930,0.0014,0.0561,0.0355,-0.0096,-0.0516
28/02/1930,0.003,0.025,0.0019,0.002,0.0062
31/03/1930,0.0035,0.071,0.0341,0.0033,-0.0442
30/04/1930,0.0021,-0.0206,-0.0035,-0.0035,0.0398
29/05/1930,0.0026,-0.0166,-0.0201,-0.0073,0.0005
30/06/1930,0.0027,-0.1627,-0.0338,0.0233,0.0664
31/07/1930,0.002,0.0412,-0.0028,-0.0175,-0.0219
29/08/1930,0.0009,0.003,-0.021,-0.0061,0.0395
30/09/1930,0.0022,-0.1275,-0.0221,-0.0496,0.1148
31/10/1930,0.0009,-0.0878,-0.0012,-0.0138,0.0686
29/11/1930,0.0013,-0.0304,0.0223,-0.0366,-0.0146
31/12/1930,0.0014,-0.0783,-0.046,-0.0525,0.1332
31/01/1931,0.0015,0.0624,0.0345,0.0712,-0.1107
28/02/1931,0.0004,0.1088,0.0359,0.0192,-0.1447
31/03/1931,0.0013,-0.0643,0.0298,-0.0344,0.0946
30/04/1931,0.0008,-0.0998,-0.0445,-0.0382,0.114
29/05/1931,0.0009,-0.1324,0.0535,-0.0657,0.0926
30/06/1931,0.0008,0.139,-0.0532,0.1129,-0.1788
31/07/1931,0.0006,-0.0662,0.0142,-0.0211,0.0819
31/08/1931,0.0003,0.0041,-0.0195,-0.0147,-0.035
30/09/1931,0.0003,-0.2913,0.0054,-0.0677,0.1015
31/10/1931,0.001,0.0804,-0.0187,0.017,0.0327
30/11/1931,0.0017,-0.0908,0.0431,-0.0504,0.0754
31/12/1931,0.0012,-0.1353,-0.0055,-0.0885,0.1416
30/01/1932,0.0023,-0.0158,0.0393,0.0903,-0.1087
29/02/1932,0.0023,0.0546,-0.0278,-0.0146,0.0159
31/03/1932,0.0016,-0.1121,0.0227,-0.0232,0.0992
30/04/1932,0.0011,-0.1796,0.0145,0.0143,0.0697
31/05/1932,0.0006,-0.2051,0.0391,-0.0298,0.1228
30/06/1932,0.0002,-0.007,0.0033,0.053,0.0188
30/07/1932,0.0003,0.3384,-0.0459,0.3561,-0.4502
31/08/1932,0.0003,0.3706,0.1341,0.3424,-0.5205
30/09/1932,0.0003,-0.0294,-0.0208,-0.0736,0.0236
31/10/1932,0.0002,-0.1317,-0.0256,-0.1033,0.0495
30/11/1932,0.0002,-0.0588,0.02,-0.1311,-0.0183
31/12/1932,0.0001,0.044,-0.0864,-0.0772,0.0548
31/01/1933,0.0001,0.0125,0.0063,0.0636,-0.016
28/02/1933,-0.0003,-0.1524,-0.0258,-0.0295,0.0426
31/03/1933,0.0004,0.0329,0.0379,0.0754,0.0259
29/04/1933,0.001,0.3885,0.0307,0.1965,-0.1651
31/05/1933,0.0004,0.2143,0.3656,0.1919,-0.0431
30/06/1933,0.0002,0.1311,0.0842,-0.0178,0.04
31/07/1933,0.0002,-0.0963,-0.0105,0.0327,0.001
31/08/1933,0.0003,0.1205,-0.0539,0.03,0.0759
30/09/1933,0.0002,-0.1065,-0.004,-0.1174,0.0158
31/10/1933,0.0001,-0.0836,-0.002,-0.0857,-0.0221
29/11/1933,0.0002,0.0997,-0.0647,0.0232,0.061
30/12/1933,0.0002,0.0183,0.0063,-0.0156,0.0418
31/01/1934,0.0005,0.126,0.1269,0.1559,-0.0297
28/02/1934,0.0002,-0.025,0.051,0.02,-0.0029
31/03/1934,0.0002,0.0009,0.0251,-0.027,-0.0067
30/04/1934,0.0001,-0.0179,0.0273,-0.0373,-0.0471
31/05/1934,0.0001,-0.0725,-0.0029,-0.0589,-0.0256
30/06/1934,0.0001,0.0264,-0.0223,-0.0296,-0.0096
31/07/1934,0.0001,-0.1096,-0.0695,-0.107,0.0871
31/08/1934,0.0001,0.0558,0.0537,0.0009,0.0248
29/09/1934,0.0001,-0.0023,-0.0152,-0.012,0.0006
31/10/1934,0.0001,-0.0166,0.0124,-0.0508,0.069
30/11/1934,0.0001,0.0833,0.0648,-0.0215,0.0383
31/12/1934,0.0001,0.0036,0.0306,-0.0314,0.0473
31/01/1935,0.0001,-0.0345,0.0107,-0.019,0.0372
28/02/1935,0.0002,-0.0194,0.0037,-0.0744,0.1392
30/03/1935,0.0001,-0.0368,-0.0359,-0.0512,0.0249
30/04/1935,0.0001,0.0906,-0.0147,0.0447,-0.0464
31/05/1935,0.0001,0.0347,-0.0334,0.0265,-0.0362
29/06/1935,0.0001,0.0593,-0.0257,-0.0169,0.0235
31/07/1935,0.0001,0.0751,0.0188,0.0693,-0.0406
31/08/1935,0.0001,0.0265,0.062,0.0608,-0.0717
30/09/1935,0.0001,0.0263,0.0153,-0.0407,0.0895
31/10/1935,0.0001,0.0703,0.0272,-0.0237,0.0187
30/11/1935,0.0002,0.0488,0.0454,0.1206,-0.0627
31/12/1935,0.0001,0.0456,0.0017,0.0095,0.0378
31/01/1936,0.0001,0.0689,0.0523,0.1034,-0.0333
29/02/1936,0.0001,0.0249,0.0095,0.0451,0.0245
31/03/1936,0.0002,0.0099,0.0069,-0.0144,0.0182
30/04/1936,0.0002,-0.0814,-0.0606,-0.0215,-0.0765
29/05/1936,0.0002,0.0519,0.0091,0.0261,0.0247
30/06/1936,0.0003,0.024,-0.032,-0.012,0.0038
31/07/1936,0.0001,0.0667,0.01,0.024,0.0285
31/08/1936,0.0002,0.0099,0.006,0.0382,0.0065
30/09/1936,0.0001,0.0098,0.0308,0.009,0.0124
31/10/1936,0.0002,0.0712,-0.0243,0.0247,0.01
30/11/1936,0.0001,0.0327,0.0877,-0.0121,0.0197
31/12/1936,0,0.0021,0.0396,0.043,0.0201
30/01/1937,0.0001,0.0335,0.0434,0.0261,-0.019
27/02/1937,0.0002,0.0109,0.0105,0.0483,0.0317
31/03/1937,0.0001,-0.0027,-0.0169,0.065,0.027
30/04/1937,0.0003,-0.0736,-0.0383,-0.0366,-0.0371
28/05/1937,0.0006,-0.0083,-0.0068,-0.0348,0.0058
30/06/1937,0.0003,-0.0421,-0.0376,-0.0333,0.0074
31/07/1937,0.0003,0.0891,0.0089,0.0081,-0.0055
31/08/1937,0.0002,-0.0486,0.0044,-0.0225,-0.0185
30/09/1937,0.0004,-0.1361,-0.0698,-0.0457,-0.0701
30/10/1937,0.0002,-0.0961,0.0041,-0.0155,-0.016
30/11/1937,0.0002,-0.0831,-0.036,0.0015,-0.0123
31/12/1937,0,-0.0424,-0.0774,-0.004,0.0467
31/01/1938,0,0.0049,0.0484,-0.0161,-0.0161
28/02/1938,0,0.0584,0.004,-0.0202,-0.0291
31/03/1938,-0.0001,-0.2382,-0.0434,-0.0354,0.1555
30/04/1938,0.0001,0.1451,0.0646,0.0023,-0.0849
31/05/1938,0,-0.0383,-0.0251,-0.0027,0.0701
30/06/1938,0,0.2387,0.043,0.0032,-0.2479
30/07/1938,-0.0001,0.0734,0.0664,0.022,-0.0702
31/08/1938,0,-0.0267,-0.0245,-0.0472,0.0364
30/09/1938,0.0002,0.0081,-0.0273,-0.0162,0.0258
31/10/1938,0.0001,0.078,0.0581,0.0503,-0.0777
30/11/1938,-0.0006,-0.0172,-0.0257,-0.0122,0.0307
31/12/1938,0,0.0419,-0.0182,0.0053,0.0218
31/01/1939,-0.0001,-0.0596,-0.0155,-0.0394,-0.0304
28/02/1939,0.0001,0.0351,0.0063,0.0295,0.0327
31/03/1939,-0.0001,-0.1199,-0.0475,-0.0831,-0.0155
29/04/1939,0,-0.0018,0.0167,-0.003,0.0256
31/05/1939,0.0001,0.068,0.028,0.0049,0.0354
30/06/1939,0.0001,-0.0531,-0.0101,-0.0542,0.0205
31/07/1939,0,0.1024,0.0432,-0.0003,-0.0055
31/08/1939,-0.0001,-0.0668,-0.0461,-0.0242,0.0595
30/09/1939,0.0001,0.1688,0.2024,0.2222,-0.3103
31/10/1939,0,-0.0053,-0.0001,-0.0489,0.0656
30/11/1939,0,-0.0362,-0.0507,-0.0646,-0.0029
30/12/1939,0,0.0303,0.0079,-0.0406,0.0538
31/01/1940,0,-0.0241,0.0021,-0.0081,0.0175
29/02/1940,0,0.0144,0.0251,-0.0033,0.0179
30/03/1940,0,0.0205,0.0125,-0.0127,-0.0036
30/04/1940,0,0.0022,0.0392,-0.0013,0.0324
31/05/1940,-0.0002,-0.2195,-0.0666,-0.0369,0.0295
29/06/1940,0,0.0667,-0.0213,0.0462,-0.0214
31/07/1940,0.0001,0.0316,0.0101,-0.0074,0.008
31/08/1940,-0.0001,0.0219,-0.0011,0.0056,-0.0157
30/09/1940,0,0.0239,0.0322,-0.0113,-0.0028
31/10/1940,0,0.0302,0.0028,0.0464,-0.0651
30/11/1940,0,-0.0161,0.0194,0.0012,0.0128
31/12/1940,0,0.0069,-0.0215,-0.0089,0.0348
31/01/1941,-0.0001,-0.0417,0.01,0.0383,-0.0443
28/02/1941,-0.0001,-0.0143,-0.0156,0.0089,0.0097
31/03/1941,0.0001,0.0084,0.001,0.0304,0.0244
30/04/1941,-0.0001,-0.0546,-0.0168,0.0341,0.0301
31/05/1941,0,0.0139,-0.0065,0.006,0.0252
30/06/1941,0,0.0583,0.0132,0.0059,-0.0095
31/07/1941,0.0003,0.0587,0.0571,0.0725,-0.0163
30/08/1941,0.0001,-0.0017,-0.0042,-0.011,0.0012
30/09/1941,0.0001,-0.0087,-0.0099,-0.0028,-0.0165
31/10/1941,0,-0.0525,-0.0202,0.0163,0.0475
29/11/1941,0,-0.0192,-0.0121,-0.0064,0.0405
31/12/1941,0.0001,-0.0487,-0.0299,-0.0594,0.0025
31/01/1942,0.0002,0.0079,0.0753,0.101,-0.0357
28/02/1942,0.0001,-0.0246,0.0172,-0.0113,-0.0075
31/03/1942,0.0001,-0.0658,0.0177,-0.0062,-0.0033
30/04/1942,0.0001,-0.0437,-0.006,0.0209,-0.0071
29/05/1942,0.0003,0.0594,-0.0305,-0.0265,-0.0471
30/06/1942,0.0002,0.0269,-0.0122,0.0054,-0.0132
31/07/1942,0.0003,0.0351,-0.0015,0.024,0.0075
31/08/1942,0.0003,0.018,-0.0009,0.0135,-0.0018
30/09/1942,0.0003,0.0261,0.0063,0.0235,-0.0064
31/10/1942,0.0003,0.0682,0.0175,0.0639,-0.0407
30/11/1942,0.0003,0.0015,-0.015,-0.0421,-0.0088
31/12/1942,0.0003,0.0512,-0.0251,0.0058,0.0326
30/01/1943,0.0003,0.0713,0.088,0.0818,-0.0036
27/02/1943,0.0003,0.0615,0.0475,0.064,-0.0155
31/03/1943,0.0003,0.0601,0.0499,0.0548,0.0485
30/04/1943,0.0003,0.0081,0.0205,0.0582,0.0617
29/05/1943,0.0003,0.0574,0.0435,0.0325,0.0564
30/06/1943,0.0003,0.0182,-0.0102,-0.007,-0.0129
31/07/1943,0.0003,-0.0477,-0.0239,-0.0229,-0.0457
31/08/1943,0.0003,0.013,-0.006,-0.0043,0.0088
30/09/1943,0.0003,0.024,0.0129,0.0143,0.018
30/10/1943,0.0003,-0.0115,0.0058,0.0164,-0.0057
30/11/1943,0.0003,-0.0591,-0.0165,-0.0402,-0.046
31/12/1943,0.0003,0.0636,0.0334,0.0324,0.0603
31/01/1944,0.0003,0.0174,0.0255,0.0216,0.0098
29/02/1944,0.0003,0.0037,-0.001,0.0084,0.0033
31/03/1944,0.0002,0.0246,0.0173,0.0343,0.0251
29/04/1944,0.0003,-0.0169,-0.0137,-0.0114,0.0055
31/05/1944,0.0003,0.0507,0.0168,0.0104,0.0198
30/06/1944,0.0003,0.0549,0.0401,0.0175,-0.0513
31/07/1944,0.0003,-0.0149,0.0058,-0.0042,0.0013
31/08/1944,0.0003,0.0157,0.0233,-0.0149,0.0466
30/09/1944,0.0002,0.0001,0.0049,-0.0116,-0.0106
31/10/1944,0.0003,0.0016,-0.0015,-0.0033,-0.0134
30/11/1944,0.0003,0.0171,0.0036,0.0238,0.0134
30/12/1944,0.0002,0.0403,0.0225,0.0591,0.0336
31/01/1945,0.0003,0.0201,0.0246,0.0067,0.0002
28/02/1945,0.0002,0.0623,0.0155,0.0434,0.031
31/03/1945,0.0002,-0.0389,-0.016,-0.0174,-0.0326
30/04/1945,0.0003,0.078,0.0032,0.0324,0.0482
31/05/1945,0.0003,0.0173,0.0152,0.0036,0.0011
30/06/1945,0.0002,0.0039,0.0312,0.0421,0.0414
31/07/1945,0.0003,-0.0217,-0.0152,-0.0262,-0.027
31/08/1945,0.0003,0.062,0.015,-0.0427,-0.0131
29/09/1945,0.0003,0.0477,0.017,0.0042,0.0125
31/10/1945,0.0003,0.0389,0.0238,0.0213,0.0012
30/11/1945,0.0002,0.0539,0.0431,0.0396,0.0411
31/12/1945,0.0003,0.012,0.021,-0.0228,0.0125
31/01/1946,0.0003,0.0624,0.0391,0.0248,0.0378
28/02/1946,0.0003,-0.0583,-0.0071,-0.0146,-0.0144
30/03/1946,0.0003,0.0587,0.0029,-0.0054,0.0268
30/04/1946,0.0003,0.0423,0.0235,0.0032,0.0298
31/05/1946,0.0003,0.0393,0.0146,0.0128,-0.0046
28/06/1946,0.0003,-0.0389,-0.0158,-0.0039,-0.025
31/07/1946,0.0003,-0.0269,-0.0207,0.0007,-0.0002
30/08/1946,0.0003,-0.0644,-0.0184,0.0055,-0.0004
30/09/1946,0.0003,-0.1017,-0.044,-0.0192,0.0074
31/10/1946,0.0003,-0.0144,0.001,0.0346,0.0103
30/11/1946,0.0003,-0.0001,-0.0044,0.0147,0.0019
31/12/1946,0.0003,0.0496,0.0008,-0.0136,-0.0008
31/01/1947,0.0003,0.0125,0.022,-0.0073,-0.0636
28/02/1947,0.0003,-0.0108,0.0068,0.0015,-0.0052
31/03/1947,0.0003,-0.0167,-0.0162,0.0061,0.0413
30/04/1947,0.0003,-0.048,-0.0396,0.0085,0.0499
29/05/1947,0.0003,-0.0097,-0.0326,0.0033,0.0334
30/06/1947,0.0003,0.0529,-0.003,-0.0059,-0.0167
31/07/1947,0.0003,0.0414,0.0143,0.0282,-0.0343
29/08/1947,0.0003,-0.0174,0.0032,0.0018,0.0333
30/09/1947,0.0006,-0.0054,0.0164,0.0136,0.0001
31/10/1947,0.0006,0.0247,0.0051,0.0007,0.0157
29/11/1947,0.0006,-0.0197,-0.0171,0.011,0.0427
31/12/1947,0.0008,0.03,-0.0246,0.0371,0.0362
31/01/1948,0.0007,-0.0393,0.025,0.0139,-0.043
28/02/1948,0.0007,-0.0438,-0.0172,0.0007,0.0144
31/03/1948,0.0009,0.0807,0.0014,0.045,-0.0031
30/04/1948,0.0008,0.0365,-0.0165,0.0411,0.0409
28/05/1948,0.0008,0.073,0.0091,-0.0127,0.023
30/06/1948,0.0009,-0.001,-0.0182,0.0281,0.0408
30/07/1948,0.0008,-0.0509,-0.0033,0.0014,-0.0161
31/08/1948,0.0009,0.0025,-0.0111,0.0028,0.0023
30/09/1948,0.0004,-0.0297,-0.0123,-0.0171,-0.0131
30/10/1948,0.0004,0.0596,-0.015,0.0058,0.028
30/11/1948,0.0004,-0.093,-0.006,-0.0413,0.0054
31/12/1948,0.0004,0.0326,-0.0282,-0.0194,0.0463
31/01/1949,0.001,0.0023,0.0177,0.0123,-0.029
28/02/1949,0.0009,-0.0293,-0.019,-0.0086,-0.0041
31/03/1949,0.001,0.0404,0.025,0.0129,-0.0094
30/04/1949,0.0009,-0.0187,-0.0089,-0.0113,0.031
31/05/1949,0.001,-0.0294,-0.0079,-0.0237,0.0298
30/06/1949,0.001,0.001,-0.0091,-0.0165,-0.0106
29/07/1949,0.0009,0.0554,0.0055,0.0037,-0.0149
31/08/1949,0.0009,0.026,0.002,-0.0055,0.0172
30/09/1949,0.0009,0.0309,0.01,0.0019,-0.0141
31/10/1949,0.0009,0.0314,0.0104,-0.0048,0.0006
30/11/1949,0.0008,0.0182,-0.0102,-0.0096,0.0122
31/12/1949,0.0009,0.0513,0.0206,0.0177,-0.0078
31/01/1950,0.0009,0.017,0.0333,0.0012,-0.0234
28/02/1950,0.0009,0.0148,0.0003,-0.0079,0.0139
31/03/1950,0.001,0.0126,-0.0144,-0.0281,0.0147
29/04/1950,0.0009,0.0394,0.0194,0.013,0.0041
31/05/1950,0.001,0.0431,-0.021,0.0046,0.0037
30/06/1950,0.001,-0.0594,-0.0234,-0.007,-0.0158
31/07/1950,0.001,0.0136,0.0069,0.1356,-0.0047
31/08/1950,0.001,0.0485,0.0076,-0.015,0.0319
29/09/1950,0.001,0.0481,0.0049,-0.0107,-0.0017
31/10/1950,0.0012,-0.0018,-0.0047,0.013,0.0153
30/11/1950,0.0011,0.0276,-0.0089,0.0333,0.0363
30/12/1950,0.0011,0.0554,0.0147,0.0736,0.0499
31/01/1951,0.0013,0.057,0.0176,0.0364,0.02
28/02/1951,0.001,0.0141,0.0008,-0.0285,-0.0155
31/03/1951,0.0011,-0.0215,-0.0077,-0.041,-0.0297
30/04/1951,0.0013,0.0486,-0.0145,0.0327,0.0601
31/05/1951,0.0012,-0.0234,0,-0.0137,-0.0093
29/06/1951,0.0012,-0.0262,-0.0206,-0.0375,-0.0238
31/07/1951,0.0013,0.0694,-0.0199,0.0206,0.0727
31/08/1951,0.0013,0.0427,0.0099,-0.0013,0.01
28/09/1951,0.0012,0.007,0.0187,0.0063,0.0049
31/10/1951,0.0016,-0.0253,-0.0022,0.0023,-0.002
30/11/1951,0.0011,0.0057,-0.0032,-0.0006,0.0057
31/12/1951,0.0012,0.0333,-0.0226,-0.0159,0.0168
31/01/1952,0.0015,0.0145,-0.0061,0.0155,0.0135
29/02/1952,0.0012,-0.0262,0.0082,-0.0061,-0.0068
31/03/1952,0.0011,0.0444,-0.0299,0.0217,0.0159
30/04/1952,0.0012,-0.0497,0.0046,-0.001,-0.0206
29/05/1952,0.0013,0.032,-0.01,0.0004,0.0051
30/06/1952,0.0015,0.0383,-0.0164,0.0124,0.0148
31/07/1952,0.0015,0.0091,-0.004,-0.0035,-0.0057
29/08/1952,0.0015,-0.0076,0.0115,0.0001,0.0034
30/09/1952,0.0016,-0.0203,0.0111,-0.0152,0.017
31/10/1952,0.0014,-0.0066,-0.0105,-0.0046,0.0282
28/11/1952,0.001,0.0594,-0.0072,0.0097,0.0048
31/12/1952,0.0016,0.0293,-0.0148,0.0019,0.0159
30/01/1953,0.0016,-0.0034,0.0361,0.0132,0.0071
27/02/1953,0.0014,-0.0027,0.0215,-0.0009,0.0088
31/03/1953,0.0018,-0.0143,-0.0022,-0.0085,0.0007
30/04/1953,0.0016,-0.0283,0.003,0.0157,0.0191
29/05/1953,0.0017,0.0052,-0.0007,0.0023,0.0094
30/06/1953,0.0018,-0.0189,-0.0187,-0.0047,0
31/07/1953,0.0015,0.024,-0.01,-0.0022,-0.0025
31/08/1953,0.0017,-0.0452,0.0029,-0.0353,0.0212
30/09/1953,0.0016,0.002,-0.0084,-0.0244,0.0285
30/10/1953,0.0013,0.046,-0.0135,-0.0025,0.0021
30/11/1953,0.0008,0.0283,-0.013,-0.0015,0.019
31/12/1953,0.0013,0.0003,-0.0085,-0.0284,0.0521
29/01/1954,0.0011,0.0513,0.0048,0.0344,-0.0583
26/02/1954,0.0007,0.0167,-0.0019,-0.0029,0.0104
31/03/1954,0.0008,0.0365,-0.0054,-0.015,0.0204
30/04/1954,0.0009,0.0427,-0.0344,-0.0034,0.0497
28/05/1954,0.0005,0.0309,0.0041,0.0245,-0.019
30/06/1954,0.0006,0.0107,0.0038,0.0001,0.0351
30/07/1954,0.0005,0.0499,0.0106,0.0413,0.0048
31/08/1954,0.0005,-0.0234,0.0269,-0.0138,-0.0066
30/09/1954,0.0009,0.0639,-0.0253,0.0068,0.0156
29/10/1954,0.0007,-0.0167,0.0062,0.0067,0.0095
30/11/1954,0.0006,0.0938,-0.0262,0.044,0.019
31/12/1954,0.0008,0.0548,0.0212,0.0566,-0.0133
31/01/1955,0.0008,0.006,0.0036,0.0214,0.0136
28/02/1955,0.0009,0.0302,0.0159,0.0058,0.0109
31/03/1955,0.001,-0.0016,-0.0074,0.0197,0.0104
29/04/1955,0.001,0.0311,-0.0162,0.0068,0.0007
31/05/1955,0.0014,0.0093,-0.0028,-0.0096,0.0051
30/06/1955,0.001,0.0655,-0.0465,0.0184,0.0462
29/07/1955,0.001,0.019,-0.0117,0.0035,-0.0121
31/08/1955,0.0016,0.0021,-0.0044,0.0072,0.0179
30/09/1955,0.0016,-0.0036,0.0035,-0.0099,0.0182
31/10/1955,0.0018,-0.0268,0.0148,-0.0015,-0.006
30/11/1955,0.0017,0.0703,-0.0222,0.0033,0.027
30/12/1955,0.0018,0.0149,0.0216,-0.023,-0.0135
31/01/1956,0.0022,-0.0303,0.0037,0.0095,-0.014
29/02/1956,0.0019,0.0377,-0.0098,-0.0043,0.0196
29/03/1956,0.0015,0.0664,-0.0209,-0.0046,0.036
30/04/1956,0.0019,0.0028,0.0001,-0.0024,0.0258
31/05/1956,0.0023,-0.052,0.0145,-0.0131,-0.0161
29/06/1956,0.002,0.0348,-0.0148,-0.0113,0.0273
31/07/1956,0.0022,0.0484,-0.0166,-0.0004,0.025
31/08/1956,0.0017,-0.0318,0.0189,-0.0074,-0.0069
28/09/1956,0.0018,-0.0514,0.0157,0.0176,-0.0075
31/10/1956,0.0025,0.0052,-0.001,-0.0006,0.0243
30/11/1956,0.002,0.0036,-0.0021,0.0178,0.0341
31/12/1956,0.0024,0.0316,-0.0001,-0.0215,0.0382
31/01/1957,0.0027,-0.0358,0.0337,0.0281,-0.0309
