date,rf,mktrf,smb,hml,mom
31/03/1992,0.0034,-0.0266,-0.0104,0.0356,-0.0029
30/04/1992,0.0032,0.0107,-0.0606,0.0434,-0.0258
29/05/1992,0.0028,0.003,0.0041,0.0119,0.0021
30/06/1992,0.0032,-0.0234,-0.0307,0.0324,-0.0058
31/07/1992,0.0031,0.0377,-0.0047,-0.0056,0.0156
31/08/1992,0.0026,-0.0238,-0.0013,-0.011,-0.0051
30/09/1992,0.0026,0.0119,0.0054,-0.0026,0.0149
30/10/1992,0.0023,0.0102,0.0209,-0.0198,0.0248
30/11/1992,0.0023,0.0413,0.0376,-0.0135,-0.0015
31/12/1992,0.0028,0.0153,0.0169,0.0262,0.0431
29/01/1993,0.0023,0.0093,0.0189,0.0594,0.0483
26/02/1993,0.0022,0.0012,-0.0348,0.0642,0.0314
31/03/1993,0.0025,0.023,0.0024,0.0118,0.0373
30/04/1993,0.0024,-0.0305,-0.0067,0.0249,0.0038
28/05/1993,0.0022,0.0289,0.0204,-0.0342,0.0022
30/06/1993,0.0025,0.0031,-0.0029,0.0275,0.0455
30/07/1993,0.0024,-0.0034,0.0096,0.0285,0.0316
31/08/1993,0.0025,0.0371,0.0013,0.0013,0.0265
30/09/1993,0.0026,-0.0012,0.0304,-0.0031,0.0337
29/10/1993,0.0022,0.0141,0.0203,-0.0276,-0.0272
30/11/1993,0.0025,-0.0189,-0.0125,-0.0074,-0.0474
31/12/1993,0.0023,0.0165,0.0123,0.0032,0.0236
31/01/1994,0.0025,0.0287,0.0034,0.0115,0
28/02/1994,0.0021,-0.0255,0.028,-0.0154,-0.003
31/03/1994,0.0027,-0.0478,-0.0108,0.016,-0.0127
29/04/1994,0.0027,0.0068,-0.0093,0.0166,0.0039
31/05/1994,0.0031,0.0058,-0.0215,0.0067,-0.0219
30/06/1994,0.0031,-0.0303,-0.0041,0.0167,-0.0087
29/07/1994,0.0028,0.0282,-0.0181,0.0058,0.0018
31/08/1994,0.0037,0.0401,0.0145,-0.0251,0.0155
30/09/1994,0.0037,-0.0231,0.0314,-0.0189,0.0131
31/10/1994,0.0038,0.0134,-0.0224,-0.0162,0.0149
30/11/1994,0.0037,-0.0404,0.0025,-0.007,-0.0018
30/12/1994,0.0044,0.0086,0.0022,-0.0013,0.0348
31/01/1995,0.0042,0.018,-0.035,0.0257,-0.0181
28/02/1995,0.004,0.0363,-0.0066,0.0108,-0.0039
31/03/1995,0.0046,0.0219,-0.0016,-0.0215,0.0043
28/04/1995,0.0044,0.0211,-0.0049,0.0171,0.0179
31/05/1995,0.0054,0.029,-0.0255,0.0229,-0.0042
30/06/1995,0.0047,0.0272,0.0318,-0.0254,0.0293
31/07/1995,0.0045,0.0372,0.0207,-0.0162,0.0256
31/08/1995,0.0047,0.0055,0.0135,0.0279,0.0016
29/09/1995,0.0043,0.0335,-0.022,-0.0004,0.029
31/10/1995,0.0047,-0.0152,-0.0378,-0.005,0.0416
30/11/1995,0.0042,0.0396,-0.0109,0.0051,-0.0068
29/12/1995,0.0049,0.0103,0.007,0.0022,0.0252
31/01/1996,0.0043,0.0226,-0.0273,0.0038,0.0054
29/02/1996,0.0039,0.0133,0.0179,-0.0108,0.0059
29/03/1996,0.0039,0.0073,0.0149,0.0035,-0.0184
30/04/1996,0.0046,0.0206,0.0523,-0.0402,-0.0088
31/05/1996,0.0042,0.0236,0.0317,-0.0083,0.0154
28/06/1996,0.004,-0.0114,-0.0401,0.0235,0.0098
31/07/1996,0.0045,-0.0597,-0.0431,0.0514,-0.0016
30/08/1996,0.0041,0.0277,0.0244,-0.0074,0.0001
30/09/1996,0.0044,0.0501,-0.0098,-0.0272,0.027
31/10/1996,0.0042,0.0086,-0.0444,0.0494,0.0379
29/11/1996,0.0041,0.0625,-0.0402,0.0139,-0.0237
31/12/1996,0.0046,-0.017,0.0316,0.0131,0.0063
31/01/1997,0.0045,0.0499,-0.0195,-0.0142,0.0196
28/02/1997,0.0039,-0.0049,-0.0322,0.0567,-0.0213
31/03/1997,0.0043,-0.0503,-0.0036,0.0339,0.009
30/04/1997,0.0043,0.0404,-0.0577,0.0007,0.0484
30/05/1997,0.0049,0.0674,0.0519,-0.0413,-0.0517
30/06/1997,0.0037,0.041,0.0122,0.0158,0.026
31/07/1997,0.0043,0.0733,-0.0274,0.0026,0.0377
29/08/1997,0.0041,-0.0415,0.0728,0.0118,-0.0256
30/09/1997,0.0044,0.0535,0.0253,0.0037,0.0147
31/10/1997,0.0042,-0.038,-0.0073,0.0227,-0.0057
28/11/1997,0.0039,0.0298,-0.0512,0.012,0.0033
31/12/1997,0.0048,0.0132,-0.0248,0.0384,0.0398
30/01/1998,0.0043,0.0015,-0.0107,-0.0163,0.0014
27/02/1998,0.0039,0.0704,0.0032,-0.0085,-0.0112
31/03/1998,0.0039,0.0476,-0.0114,0.0139,0.0215
30/04/1998,0.0043,0.0073,0.0007,0.0094,0.0074
29/05/1998,0.004,-0.0307,-0.0338,0.0344,0.0182
30/06/1998,0.0041,0.0318,-0.0321,-0.0196,0.0728
31/07/1998,0.004,-0.0246,-0.0491,-0.0178,0.0369
31/08/1998,0.0043,-0.1608,-0.0569,0.0353,0.0184
30/09/1998,0.0046,0.0615,0.0009,-0.0342,-0.0081
30/10/1998,0.0032,0.0713,-0.0312,-0.0223,-0.0537
30/11/1998,0.0031,0.061,0.0123,-0.0325,0.012
31/12/1998,0.0038,0.0616,-0.005,-0.0419,0.0892
29/01/1999,0.0035,0.035,0.0075,-0.046,0.0303
26/02/1999,0.0035,-0.0408,-0.0608,0.0192,-0.001
31/03/1999,0.0043,0.0345,-0.038,-0.0274,-0.0127
30/04/1999,0.0037,0.0433,0.0391,0.0246,-0.0904
28/05/1999,0.0034,-0.0246,0.0334,0.0235,-0.0519
30/06/1999,0.004,0.0477,0.031,-0.0319,0.0506
30/07/1999,0.0038,-0.0349,0.026,-0.0044,0.0166
31/08/1999,0.0039,-0.0138,-0.0094,-0.0187,0.0312
30/09/1999,0.0039,-0.0279,0.0341,-0.0349,0.0647
29/10/1999,0.0039,0.0612,-0.0664,-0.0337,0.055
30/11/1999,0.0036,0.0337,0.0721,-0.0612,0.0564
31/12/1999,0.0044,0.0772,0.0703,-0.0833,0.1322
31/01/2000,0.0041,-0.0474,0.0577,-0.0188,0.0192
29/02/2000,0.0043,0.0245,0.2136,-0.0959,0.182
31/03/2000,0.0047,0.052,-0.172,0.0813,-0.0683
28/04/2000,0.0046,-0.064,-0.0668,0.0726,-0.0839
31/05/2000,0.005,-0.0442,-0.0605,0.0475,-0.0898
30/06/2000,0.004,0.0464,0.1284,-0.0842,0.166
31/07/2000,0.0048,-0.0251,-0.0307,0.0831,-0.0005
31/08/2000,0.005,0.0703,-0.0061,-0.0139,0.0573
29/09/2000,0.0051,-0.0545,-0.0182,0.0717,0.0197
31/10/2000,0.0056,-0.0276,-0.0388,0.0571,-0.0448
30/11/2000,0.0051,-0.1072,-0.0341,0.123,-0.0232
29/12/2000,0.005,0.0119,0.0073,0.0761,0.0674
31/01/2001,0.0054,0.0313,0.0668,-0.0507,-0.253
28/02/2001,0.0038,-0.1005,-0.0078,0.1247,0.1257
30/03/2001,0.0042,-0.0726,0.0025,0.0642,0.0855
30/04/2001,0.0039,0.0794,0.0055,-0.0467,-0.079
31/05/2001,0.0032,0.0072,0.025,0.0336,0.0221
29/06/2001,0.0028,-0.0194,0.0624,-0.0112,0.0038
31/07/2001,0.003,-0.0213,-0.0419,0.0521,0.0558
31/08/2001,0.0031,-0.0646,0.0248,0.0231,0.0553
28/09/2001,0.0028,-0.0925,-0.0623,0.0145,0.1148
31/10/2001,0.0022,0.0246,0.0748,-0.0765,-0.0847
30/11/2001,0.0017,0.0754,-0.0047,0.0221,-0.0869
31/12/2001,0.0015,0.016,0.0474,0.0084,0.0007
31/01/2002,0.0014,-0.0144,0.0119,0.0344,0.0375
28/02/2002,0.0013,-0.0229,-0.0101,0.0216,0.0682
28/03/2002,0.0013,0.0424,0.0421,0.0106,-0.0164
30/04/2002,0.0015,-0.052,0.0596,0.0388,0.0763
31/05/2002,0.0014,-0.0138,-0.0321,0.0153,0.0316
28/06/2002,0.0013,-0.0721,0.0429,-0.0005,0.0603
31/07/2002,0.0015,-0.0818,-0.0528,-0.0385,0.0377
30/08/2002,0.0014,0.005,-0.0286,0.0328,0.019
30/09/2002,0.0014,-0.1035,0.024,0.0147,0.0913
31/10/2002,0.0014,0.0784,-0.0341,-0.0395,-0.0558
29/11/2002,0.0012,0.0596,0.0318,-0.0123,-0.1633
31/12/2002,0.0011,-0.0576,0.0009,0.0214,0.0964
31/01/2003,0.001,-0.0257,0.0133,-0.0083,0.0155
28/02/2003,0.0009,-0.0188,-0.0045,-0.0139,0.0117
31/03/2003,0.001,0.0109,0.0102,-0.0193,0.0148
30/04/2003,0.001,0.0822,0.0063,0.0114,-0.0933
30/05/2003,0.0009,0.0605,0.0467,0.004,-0.107
30/06/2003,0.001,0.0142,0.0174,0.0011,-0.01
31/07/2003,0.0007,0.0235,0.0506,-0.0124,-0.0024
29/08/2003,0.0007,0.0234,0.0259,0.0153,-0.0062
30/09/2003,0.0008,-0.0124,0.008,0.0016,-0.0019
31/10/2003,0.0007,0.0608,0.027,0.0197,0.0399
28/11/2003,0.0007,0.0135,0.0208,0.0178,0.0146
31/12/2003,0.0008,0.0429,-0.0268,0.016,-0.0557
30/01/2004,0.0007,0.0215,0.0255,0.0249,0.0258
27/02/2004,0.0006,0.014,-0.0158,0.009,-0.0114
31/03/2004,0.0009,-0.0132,0.0172,0.0027,0.0017
30/04/2004,0.0008,-0.0183,-0.0168,-0.031,-0.0538
28/05/2004,0.0006,0.0117,-0.002,-0.0025,0.015
30/06/2004,0.0008,0.0186,0.0226,0.0118,0.0205
30/07/2004,0.001,-0.0406,-0.0381,0.0324,-0.0229
31/08/2004,0.0011,0.0008,-0.0148,0.0097,-0.0159
30/09/2004,0.0011,0.016,0.0301,0,0.0549
29/10/2004,0.0011,0.0143,0.0015,-0.0022,-0.0138
30/11/2004,0.0015,0.0454,0.0374,0.0141,0.0316
31/12/2004,0.0016,0.0343,-0.0003,-0.0022,-0.0287
31/01/2005,0.0016,-0.0276,-0.0172,0.0206,0.0305
28/02/2005,0.0016,0.0189,-0.0057,0.0154,0.0337
31/03/2005,0.0021,-0.0197,-0.014,0.0204,0.0041
29/04/2005,0.0021,-0.0261,-0.0394,0.0007,-0.0069
31/05/2005,0.0024,0.0365,0.0289,-0.0064,0.0045
30/06/2005,0.0023,0.0057,0.0258,0.0283,0.0205
29/07/2005,0.0024,0.0392,0.0291,-0.0079,0.0006
31/08/2005,0.003,-0.0122,-0.0097,0.0132,0.0208
30/09/2005,0.0029,0.0049,-0.0065,0.0071,0.0343
31/10/2005,0.0027,-0.0202,-0.0125,0.0042,-0.0139
30/11/2005,0.0031,0.0361,0.0099,-0.0116,0.0035
30/12/2005,0.0032,-0.0025,-0.0042,0.002,0.0077
31/01/2006,0.0035,0.0304,0.0539,0.0108,0.0253
28/02/2006,0.0034,-0.003,-0.0038,-0.0034,-0.0184
31/03/2006,0.0037,0.0146,0.0344,0.006,0.0126
28/04/2006,0.0036,0.0073,-0.0142,0.0234,0.0064
31/05/2006,0.0043,-0.0357,-0.0296,0.0241,-0.037
30/06/2006,0.004,-0.0035,-0.0039,0.0085,0.0154
31/07/2006,0.004,-0.0078,-0.0398,0.026,-0.0212
31/08/2006,0.0042,0.0203,0.0103,-0.0206,-0.0338
29/09/2006,0.0041,0.0184,-0.0136,0.0008,-0.0096
31/10/2006,0.0041,0.0323,0.0175,-0.0031,-0.002
30/11/2006,0.0042,0.0171,0.007,0.0014,-0.0103
29/12/2006,0.004,0.0087,-0.0114,0.0273,0.0079
31/01/2007,0.0044,0.014,0.0013,-0.0068,0.0024
28/02/2007,0.0038,-0.0196,0.0119,-0.0014,-0.0135
30/03/2007,0.0043,0.0068,0.0016,-0.0097,0.0256
30/04/2007,0.0044,0.0349,-0.0216,-0.0145,-0.0024
31/05/2007,0.0041,0.0324,0.0024,-0.0065,-0.0034
29/06/2007,0.004,-0.0196,0.0074,-0.0105,0.0051
31/07/2007,0.004,-0.0373,-0.0261,-0.0371,0.0294
31/08/2007,0.0042,0.0092,-0.0012,-0.0186,0.001
28/09/2007,0.0032,0.0322,-0.0223,-0.0221,0.0463
31/10/2007,0.0032,0.018,0.0008,-0.0298,0.0502
30/11/2007,0.0034,-0.0483,-0.0293,-0.0094,0.0099
31/12/2007,0.0027,-0.0087,0.0013,-0.0055,0.0663
31/01/2008,0.0021,-0.0636,-0.0103,0.0397,-0.0775
29/02/2008,0.0013,-0.0309,-0.0043,-0.0084,0.061
31/03/2008,0.0017,-0.0093,0.0071,0.003,0.0427
30/04/2008,0.0018,0.046,-0.0172,-0.0094,-0.0031
30/05/2008,0.0018,0.0186,0.0296,-0.0143,0.0331
30/06/2008,0.0017,-0.0844,0.0123,-0.0271,0.1275
31/07/2008,0.0015,-0.0077,0.0261,0.0542,-0.0513
29/08/2008,0.0013,0.0153,0.036,0.0159,-0.0402
30/09/2008,0.0015,-0.0924,-0.0123,0.0591,0.0028
31/10/2008,0.0008,-0.1723,-0.026,-0.023,0.0785
28/11/2008,0.0003,-0.0786,-0.0285,-0.0631,0.0717
31/12/2008,0,0.0174,0.0346,0.0014,-0.0509
30/01/2009,0,-0.0812,0.0007,-0.1129,-0.0218
27/02/2009,0.0001,-0.101,0.0005,-0.0695,0.0441
31/03/2009,0.0002,0.0895,0.0003,0.0347,-0.1187
30/04/2009,0.0001,0.1018,0.054,0.0536,-0.343
29/05/2009,0,0.0521,-0.0252,0.0028,-0.1249
30/06/2009,0.0001,0.0043,0.0263,-0.0273,0.0548
31/07/2009,0.0001,0.0772,0.0187,0.0483,-0.0555
31/08/2009,0.0001,0.0333,-0.0108,0.0763,-0.0907
30/09/2009,0.0001,0.0408,0.0243,0.0105,-0.0479
30/10/2009,0,-0.0259,-0.0435,-0.0421,0.0261
30/11/2009,0,0.0556,-0.024,-0.0034,0.003
31/12/2009,0.0001,0.0275,0.0605,-0.0017,0.0301
29/01/2010,0,-0.0336,0.004,0.0043,-0.054
26/02/2010,0,0.034,0.0119,0.0323,0.0374
31/03/2010,0.0001,0.0631,0.0148,0.0221,0.0376
30/04/2010,0.0001,0.02,0.0487,0.0289,0.0316
28/05/2010,0.0001,-0.0789,0.0009,-0.0244,-0.0025
30/06/2010,0.0001,-0.0557,-0.0182,-0.047,-0.0276
30/07/2010,0.0001,0.0693,0.002,-0.0031,0.0188
31/08/2010,0.0001,-0.0477,-0.03,-0.019,-0.0006
30/09/2010,0.0001,0.0954,0.0396,-0.0316,0.0141
29/10/2010,0.0001,0.0388,0.0114,-0.0243,0.0158
30/11/2010,0.0001,0.006,0.0377,-0.0096,0.0266
31/12/2010,0.0001,0.0682,0.0073,0.037,-0.0303
31/01/2011,0.0001,0.0199,-0.025,0.0083,-0.0029
28/02/2011,0.0001,0.0349,0.0153,0.0127,0.0199
31/03/2011,0.0001,0.0046,0.0254,-0.0183,0.034
29/04/2011,0,0.029,-0.0038,-0.0243,0.0004
31/05/2011,0,-0.0127,-0.0059,-0.0212,-0.0062
30/06/2011,0,-0.0175,-0.0012,-0.0042,0.0178
29/07/2011,0,-0.0235,-0.0126,-0.009,0.0018
31/08/2011,0.0001,-0.0599,-0.0305,-0.0236,-0.0028
30/09/2011,0,-0.0759,-0.0331,-0.0172,-0.0242
31/10/2011,0,0.1135,0.0328,0.001,-0.0143
30/11/2011,0,-0.0028,-0.0016,-0.0046,0.0384
30/12/2011,0,0.0074,-0.0059,0.0163,0.0181
31/01/2012,0,0.0505,0.0204,-0.0097,-0.0791
29/02/2012,0,0.0442,-0.0185,0.0043,-0.0029
30/03/2012,0,0.0311,-0.0064,0.0114,0.013
30/04/2012,0,-0.0085,-0.0042,-0.0078,0.0375
31/05/2012,0.0001,-0.0619,0.0007,-0.0107,0.0649
29/06/2012,0,0.0389,0.0067,0.0062,-0.0106
31/07/2012,0,0.0079,-0.0274,-0.0002,0.0304
31/08/2012,0.0001,0.0255,0.0047,0.013,-0.0237
28/09/2012,0.0001,0.0273,0.005,0.016,-0.0114
31/10/2012,0.0001,-0.0176,-0.0115,0.0359,0.0014
30/11/2012,0.0001,0.0078,0.0063,-0.0084,0.0049
31/12/2012,0.0001,0.0118,0.0148,0.0351,-0.0286
31/01/2013,0,0.0557,0.0033,0.0096,-0.0179
28/02/2013,0,0.0129,-0.0027,0.0011,0.0129
28/03/2013,0,0.0403,0.0081,-0.0019,0.0192
30/04/2013,0,0.0155,-0.0237,0.0045,0.0022
31/05/2013,0,0.028,0.017,0.0263,-0.0202
28/06/2013,0,-0.012,0.0133,0.0003,0.0052
31/07/2013,0,0.0565,0.0187,0.0057,0.0176
30/08/2013,0,-0.0271,0.0027,-0.0269,0.0002
30/09/2013,0,0.0377,0.0288,-0.0122,0.0306
31/10/2013,0,0.0418,-0.0153,0.0125,0.0008
29/11/2013,0,0.0313,0.0129,0.0032,0.0044
31/12/2013,0,0.0281,-0.0046,-0.0002,0.0002
31/01/2014,0,-0.0332,0.0089,-0.0207,0.0171
28/02/2014,0,0.0465,0.0035,-0.0031,0.0207
31/03/2014,0,0.0043,-0.0181,0.0493,-0.0329
30/04/2014,0,-0.0019,-0.0419,0.0117,-0.0389
30/05/2014,0,0.0206,-0.0188,-0.0013,0.0087
30/06/2014,0,0.0261,0.0309,-0.007,0.0069
31/07/2014,0,-0.0204,-0.0429,0.0003,-0.0012
29/08/2014,0,0.0424,0.004,-0.0045,0.0082
30/09/2014,0,-0.0197,-0.0371,-0.0134,0.005
31/10/2014,0,0.0252,0.0421,-0.0181,-0.0006
28/11/2014,0,0.0255,-0.0206,-0.0309,0.0069
31/12/2014,0,-0.0006,0.0249,0.0227,0.0112
30/01/2015,0,-0.0311,-0.0056,-0.0358,0.0384
27/02/2015,0,0.0613,0.0063,-0.0186,-0.0282
31/03/2015,0,-0.0112,0.0304,-0.0037,0.0274
30/04/2015,0,0.0059,-0.0306,0.0182,-0.0727
29/05/2015,0,0.0136,0.0093,-0.0114,0.0582
30/06/2015,0,-0.0153,0.0291,-0.0079,0.0301
31/07/2015,0,0.0154,-0.0417,-0.0413,0.0998
31/08/2015,0,-0.0604,0.0033,0.0277,-0.0209
30/09/2015,0,-0.0307,-0.0262,0.0056,0.0522
30/10/2015,0,0.0775,-0.0188,-0.0046,-0.0328
30/11/2015,0,0.0056,0.036,-0.0042,0.0228
31/12/2015,0.0001,-0.0217,-0.0284,-0.0261,0.0336
29/01/2016,0.0001,-0.0577,-0.0342,0.0209,0.0144
29/02/2016,0.0002,-0.0007,0.0073,-0.0057,-0.0438
31/03/2016,0.0002,0.0696,0.0082,0.0119,-0.0501
29/04/2016,0.0001,0.0091,0.0076,0.0328,-0.0602
31/05/2016,0.0001,0.0178,-0.0017,-0.0166,0.0142
30/06/2016,0.0002,-0.0005,0.0061,-0.0148,0.0413
29/07/2016,0.0002,0.0395,0.0249,-0.0132,-0.0334
31/08/2016,0.0002,0.0049,0.0115,0.0318,-0.0349
30/09/2016,0.0002,0.0025,0.0212,-0.0124,0.0019
31/10/2016,0.0002,-0.0202,-0.044,0.0409,0.0059
30/11/2016,0.0001,0.0486,0.0571,0.0821,-0.0462
30/12/2016,0.0003,0.0182,0.001,0.0353,-0.0026
31/01/2017,0.0004,0.0194,-0.0119,-0.0275,-0.0093
28/02/2017,0.0004,0.0357,-0.0205,-0.0167,-0.0165
31/03/2017,0.0003,0.0017,0.0114,-0.0335,-0.0102
28/04/2017,0.0005,0.0109,0.0073,-0.0213,0.0048
31/05/2017,0.0006,0.0106,-0.0257,-0.0378,0.0148
30/06/2017,0.0006,0.0078,0.0225,0.0148,-0.0009
31/07/2017,0.0007,0.0187,-0.0151,-0.0031,0.0168
31/08/2017,0.0009,0.0016,-0.0167,-0.0209,0.0326
29/09/2017,0.0009,0.0251,0.0447,0.0314,-0.0132
31/10/2017,0.0009,0.0225,-0.0194,0.002,0.0427
30/11/2017,0.0008,0.0312,-0.0055,-0.0003,-0.0087
29/12/2017,0.0009,0.0106,-0.0132,0.0006,-0.0154
31/01/2018,0.0012,0.0557,-0.0313,-0.0129,0.0405
28/02/2018,0.0011,-0.0365,0.0025,-0.0104,0.0358
29/03/2018,0.0011,-0.0235,0.0406,-0.0021,-0.0113
30/04/2018,0.0014,0.0028,0.0113,0.0054,0.0036
31/05/2018,0.0014,0.0265,0.0525,-0.032,0.0389
29/06/2018,0.0014,0.0048,0.0114,-0.0234,-0.0235
31/07/2018,0.0016,0.0319,-0.0222,0.0047,-0.0141
31/08/2018,0.0016,0.0344,0.0114,-0.0394,0.0529
28/09/2018,0.0015,0.0006,-0.0227,-0.017,0.0004
31/10/2018,0.0019,-0.0768,-0.0478,0.034,-0.0199
30/11/2018,0.0018,0.0169,-0.0068,0.003,-0.0137
31/12/2018,0.002,-0.0957,-0.0238,-0.0184,0.0211
31/01/2019,0.0021,0.084,0.029,-0.0046,-0.0868
28/02/2019,0.0018,0.034,0.0205,-0.0267,0.0086
29/03/2019,0.0019,0.011,-0.0305,-0.0417,0.0221
30/04/2019,0.0021,0.0397,-0.0174,0.0215,-0.0297
31/05/2019,0.0021,-0.0694,-0.0132,-0.0237,0.0756
28/06/2019,0.0018,0.0693,0.0029,-0.0071,-0.023
31/07/2019,0.0019,0.0119,-0.0193,0.0048,0.0289
30/08/2019,0.0016,-0.0258,-0.0238,-0.0478,0.0692
30/09/2019,0.0018,0.0143,-0.0096,0.0675,-0.0681
31/10/2019,0.0016,0.0206,0.0029,-0.0191,0.0015
29/11/2019,0.0012,0.0387,0.0077,-0.0202,-0.0266
31/12/2019,0.0014,0.0277,0.0073,0.0175,-0.0177
31/01/2020,0.0013,-0.0011,-0.0311,-0.0625,0.0598
28/02/2020,0.0012,-0.0813,0.0107,-0.0381,-0.004
31/03/2020,0.0013,-0.1339,-0.0483,-0.1387,0.0797
30/04/2020,0,0.1365,0.0245,-0.0133,-0.0523
29/05/2020,0.0001,0.0558,0.0247,-0.0488,0.0043
30/06/2020,0.0001,0.0246,0.0269,-0.022,-0.0073
31/07/2020,0.0001,0.0577,-0.0233,-0.0141,0.0761
31/08/2020,0.0001,0.0763,-0.0022,-0.0297,0.0055
30/09/2020,0.0001,-0.0363,0.0002,-0.0271,0.0312
30/10/2020,0.0001,-0.021,0.0438,0.0425,-0.0305
30/11/2020,0.0001,0.1247,0.058,0.0209,-0.1243
31/12/2020,0.0001,0.0463,0.0489,-0.0151,-0.0232
29/01/2021,0.0001,-0.0003,0.0736,0.0301,0.045
26/02/2021,0,0.0278,0.0205,0.0715,-0.0789
31/03/2021,0,0.0308,-0.0237,0.0739,-0.0614
30/04/2021,0,0.0493,-0.0319,-0.0095,0.0116
28/05/2021,0,0.0029,-0.0025,0.0709,0.0088
30/06/2021,0,0.0275,0.0168,-0.0787,0.022
30/07/2021,0,0.0127,-0.0397,-0.0178,-0.0228
31/08/2021,0,0.0291,-0.0042,-0.0015,0.0245
30/09/2021,0,-0.0437,0.0071,0.0508,0.0149
29/10/2021,0,0.0665,-0.0235,-0.0049,0.0319
30/11/2021,0,-0.0155,-0.0132,-0.0045,0.0088
31/12/2021,0.0001,0.031,-0.0167,0.0326,-0.026
31/01/2022,0,-0.0625,-0.0594,0.1275,-0.026
28/02/2022,0,-0.0229,0.0219,0.0308,0.0176
31/03/2022,0.0001,0.0305,-0.0161,-0.0181,0.0301
29/04/2022,0.0001,-0.0946,-0.0139,0.0617,0.0487
31/05/2022,0.0003,-0.0034,-0.0183,0.0839,0.0243
30/06/2022,0.0006,-0.0843,0.021,-0.0597,0.0075
29/07/2022,0.0008,0.0957,0.0281,-0.0405,-0.0395
31/08/2022,0.0019,-0.0377,0.014,0.0029,0.0204
30/09/2022,0.0019,-0.0935,-0.0081,0.0005,0.0351
31/10/2022,0.0023,0.0783,0.0006,0.0801,0.0396
30/11/2022,0.0029,0.046,-0.0352,0.0138,-0.0198
30/12/2022,0.0033,-0.0641,-0.0069,0.0137,0.0455
31/01/2023,0.0035,0.0665,0.0501,-0.0401,-0.1601
28/02/2023,0.0034,-0.0258,0.0117,-0.0081,0.0015
31/03/2023,0.0036,0.0251,-0.0551,-0.0885,-0.0247
28/04/2023,0.0035,0.0061,-0.0335,-0.0004,0.0162
31/05/2023,0.0036,0.0035,0.0161,-0.0772,-0.0063
30/06/2023,0.004,0.0646,0.0154,-0.0026,-0.0237
31/07/2023,0.0045,0.0321,0.0208,0.0411,-0.0398
31/08/2023,0.0045,-0.0239,-0.0316,-0.0106,0.0377
29/09/2023,0.0043,-0.0524,-0.0251,0.0152,0.0026
31/10/2023,0.0047,-0.0319,-0.0387,0.0019,0.0173
30/11/2023,0.0044,0.0884,-0.0002,0.0164,0.0275
29/12/2023,0.0043,0.0485,0.0635,0.0494,-0.0556
